Ticket ID,Ticket Type,Ticket Priority,Ticket Status,Ticket Channel,Cluster,Country,Average_First_Response_Minutes,Customer Satisfaction Rating
385,Product inquiry,Critical,Open,Social media,Installation support,USA,30,0.0
386,Technical issue,Medium,Closed,Chat,Software bug,Other,30,4.0
387,Cancellation request,Critical,Closed,Email,Hardware issue,Other,30,2.0
388,Billing inquiry,High,Closed,Chat,Data loss,Germany,30,4.0
389,Refund request,Medium,Pending Customer Response,Chat,Hardware issue,Other,30,0.0
390,Billing inquiry,Medium,Pending Customer Response,Email,Delivery problem,Other,30,0.0
391,Technical issue,High,Closed,Phone,Display issue,Other,30,4.0
392,Refund request,High,Pending Customer Response,Phone,Display issue,Other,30,0.0
393,Billing inquiry,Critical,Pending Customer Response,Phone,Battery life,Japan,30,0.0
394,Billing inquiry,High,Pending Customer Response,Chat,Delivery problem,Other,30,0.0
395,Product inquiry,Critical,Closed,Chat,Refund request,UK,30,1.0
396,Technical issue,Low,Closed,Phone,Delivery problem,Other,30,2.0
397,Refund request,Low,Pending Customer Response,Chat,Refund request,UK,30,0.0
398,Refund request,Medium,Open,Chat,Delivery problem,Other,30,0.0
399,Billing inquiry,Critical,Pending Customer Response,Phone,Product recommendation,Other,30,0.0
400,Product inquiry,High,Pending Customer Response,Chat,Account access,UK,30,0.0
401,Billing inquiry,Medium,Open,Phone,Battery life,Japan,30,0.0
402,Billing inquiry,Medium,Pending Customer Response,Email,Display issue,Other,30,0.0
403,Cancellation request,Medium,Closed,Social media,Cancellation request,Other,30,3.0
404,Billing inquiry,Low,Closed,Phone,Installation support,USA,30,1.0
405,Cancellation request,Critical,Closed,Social media,Battery life,Japan,30,2.0
406,Technical issue,Low,Open,Phone,Peripheral compatibility,Germany,30,0.0
407,Refund request,High,Open,Social media,Data loss,Germany,30,0.0
408,Technical issue,Medium,Open,Chat,Software bug,Other,30,0.0
409,Product inquiry,Critical,Closed,Email,Product compatibility,Other,30,2.0
410,Product inquiry,Medium,Open,Phone,Product recommendation,Other,30,0.0
411,Cancellation request,Low,Pending Customer Response,Chat,Product recommendation,Other,30,0.0
412,Refund request,Low,Closed,Phone,Hardware issue,Other,30,4.0
413,Refund request,Medium,Pending Customer Response,Email,Battery life,Japan,30,0.0
414,Technical issue,Low,Open,Email,Product compatibility,Other,30,0.0
415,Technical issue,Critical,Open,Phone,Display issue,Other,30,0.0
416,Refund request,Critical,Open,Social media,Data loss,Germany,30,0.0
417,Product inquiry,Low,Open,Email,Peripheral compatibility,Germany,30,0.0
418,Refund request,Critical,Open,Email,Account access,UK,30,0.0
419,Technical issue,Low,Closed,Chat,Software bug,Other,30,2.0
420,Product inquiry,Critical,Open,Email,Network problem,India,30,0.0
421,Billing inquiry,Critical,Pending Customer Response,Phone,Software bug,Other,30,0.0
422,Cancellation request,Medium,Pending Customer Response,Email,Refund request,UK,30,0.0
423,Cancellation request,Low,Pending Customer Response,Email,Data loss,Germany,30,0.0
424,Product inquiry,High,Pending Customer Response,Phone,Display issue,Other,30,0.0
425,Product inquiry,High,Pending Customer Response,Chat,Hardware issue,Other,30,0.0
426,Product inquiry,Low,Open,Chat,Hardware issue,Other,30,0.0
427,Billing inquiry,High,Pending Customer Response,Email,Installation support,USA,30,0.0
428,Technical issue,Medium,Open,Email,Display issue,Other,30,0.0
429,Refund request,High,Closed,Phone,Hardware issue,Other,30,3.0
430,Refund request,Low,Closed,Chat,Data loss,Germany,30,1.0
431,Cancellation request,Low,Pending Customer Response,Phone,Software bug,Other,30,0.0
432,Billing inquiry,Low,Pending Customer Response,Email,Product recommendation,Other,30,0.0
433,Product inquiry,Medium,Pending Customer Response,Email,Battery life,Japan,30,0.0
434,Product inquiry,Low,Open,Email,Peripheral compatibility,Germany,30,0.0
435,Product inquiry,Medium,Open,Phone,Software bug,Other,30,0.0
436,Billing inquiry,Critical,Pending Customer Response,Social media,Refund request,UK,30,0.0
437,Billing inquiry,Low,Open,Phone,Network problem,India,30,0.0
438,Cancellation request,Critical,Closed,Social media,Product setup,USA,30,4.0
439,Product inquiry,Medium,Closed,Social media,Delivery problem,Other,30,2.0
440,Cancellation request,Low,Closed,Email,Network problem,India,30,2.0
441,Cancellation request,Low,Open,Social media,Refund request,UK,30,0.0
442,Technical issue,Medium,Closed,Chat,Data loss,Germany,30,2.0
443,Refund request,Low,Pending Customer Response,Chat,Software bug,Other,30,0.0
444,Refund request,Medium,Closed,Phone,Delivery problem,Other,30,3.0
445,Technical issue,Medium,Closed,Phone,Display issue,Other,30,1.0
446,Technical issue,Low,Open,Phone,Delivery problem,Other,30,0.0
447,Cancellation request,Medium,Pending Customer Response,Chat,Delivery problem,Other,30,0.0
448,Billing inquiry,High,Pending Customer Response,Phone,Delivery problem,Other,30,0.0
449,Cancellation request,Medium,Pending Customer Response,Phone,Battery life,Japan,30,0.0
450,Refund request,Critical,Closed,Chat,Software bug,Other,30,1.0
451,Refund request,Critical,Pending Customer Response,Email,Product recommendation,Other,30,0.0
452,Product inquiry,Low,Pending Customer Response,Phone,Display issue,Other,30,0.0
453,Billing inquiry,Critical,Open,Email,Installation support,USA,30,0.0
454,Billing inquiry,High,Closed,Social media,Account access,UK,30,1.0
455,Billing inquiry,Critical,Pending Customer Response,Social media,Network problem,India,30,0.0
456,Refund request,Low,Closed,Social media,Cancellation request,Other,30,5.0
457,Refund request,Low,Open,Social media,Cancellation request,Other,30,0.0
458,Refund request,Critical,Pending Customer Response,Chat,Software bug,Other,30,0.0
459,Refund request,Low,Closed,Email,Delivery problem,Other,30,5.0
460,Product inquiry,Low,Closed,Email,Payment issue,UK,30,1.0
461,Technical issue,Low,Open,Social media,Product setup,USA,30,0.0
462,Billing inquiry,Critical,Closed,Email,Delivery problem,Other,30,3.0
463,Product inquiry,Medium,Pending Customer Response,Social media,Account access,UK,30,0.0
464,Product inquiry,Medium,Closed,Social media,Cancellation request,Other,30,2.0
465,Cancellation request,Critical,Pending Customer Response,Email,Cancellation request,Other,30,0.0
466,Product inquiry,High,Pending Customer Response,Chat,Product recommendation,Other,30,0.0
467,Technical issue,Medium,Open,Email,Account access,UK,30,0.0
468,Billing inquiry,Critical,Closed,Chat,Delivery problem,Other,30,5.0
469,Cancellation request,Low,Closed,Email,Network problem,India,30,2.0
470,Technical issue,Low,Open,Social media,Account access,UK,30,0.0
471,Refund request,Critical,Closed,Phone,Data loss,Germany,30,3.0
472,Product inquiry,High,Pending Customer Response,Social media,Product compatibility,Other,30,0.0
473,Cancellation request,Medium,Closed,Phone,Refund request,UK,30,4.0
474,Technical issue,Medium,Open,Phone,Hardware issue,Other,30,0.0
475,Product inquiry,Low,Closed,Social media,Account access,UK,30,1.0
476,Billing inquiry,High,Open,Chat,Display issue,Other,30,0.0
477,Refund request,Low,Open,Social media,Installation support,USA,30,0.0
478,Cancellation request,Critical,Open,Email,Installation support,USA,30,0.0
479,Billing inquiry,Low,Pending Customer Response,Social media,Software bug,Other,30,0.0
480,Refund request,Critical,Open,Phone,Product setup,USA,30,0.0
481,Cancellation request,Medium,Open,Email,Product recommendation,Other,30,0.0
482,Cancellation request,High,Pending Customer Response,Chat,Refund request,UK,30,0.0
483,Technical issue,Medium,Open,Email,Peripheral compatibility,Germany,30,0.0
484,Technical issue,Low,Closed,Phone,Product setup,USA,30,5.0
485,Technical issue,Critical,Closed,Chat,Data loss,Germany,30,5.0
486,Product inquiry,Medium,Closed,Phone,Product compatibility,Other,30,5.0
487,Refund request,High,Pending Customer Response,Email,Cancellation request,Other,30,0.0
488,Technical issue,Critical,Open,Chat,Data loss,Germany,30,0.0
489,Billing inquiry,Medium,Open,Email,Network problem,India,30,0.0
490,Cancellation request,High,Open,Phone,Hardware issue,Other,30,0.0
491,Billing inquiry,Low,Pending Customer Response,Social media,Display issue,Other,30,0.0
492,Technical issue,High,Open,Social media,Display issue,Other,30,0.0
493,Billing inquiry,Critical,Closed,Chat,Account access,UK,30,4.0
494,Refund request,Critical,Open,Phone,Payment issue,UK,30,0.0
495,Billing inquiry,Low,Open,Phone,Product recommendation,Other,30,0.0
496,Technical issue,Low,Closed,Social media,Account access,UK,30,1.0
497,Technical issue,Medium,Closed,Phone,Installation support,USA,30,1.0
498,Product inquiry,Medium,Open,Phone,Software bug,Other,30,0.0
499,Product inquiry,Critical,Open,Email,Refund request,UK,30,0.0
500,Billing inquiry,Critical,Open,Email,Product setup,USA,30,0.0
501,Cancellation request,High,Closed,Chat,Product compatibility,Other,30,5.0
502,Billing inquiry,Critical,Closed,Phone,Hardware issue,Other,30,2.0
503,Technical issue,High,Open,Social media,Product recommendation,Other,30,0.0
504,Technical issue,Medium,Closed,Phone,Cancellation request,Other,30,3.0
505,Product inquiry,Low,Pending Customer Response,Email,Account access,UK,30,0.0
506,Billing inquiry,Critical,Pending Customer Response,Social media,Peripheral compatibility,Germany,30,0.0
507,Cancellation request,Critical,Pending Customer Response,Chat,Data loss,Germany,30,0.0
508,Cancellation request,Critical,Pending Customer Response,Email,Payment issue,UK,30,0.0
509,Cancellation request,Low,Open,Email,Product recommendation,Other,30,0.0
510,Product inquiry,High,Closed,Chat,Product compatibility,Other,30,5.0
511,Refund request,Low,Pending Customer Response,Phone,Product setup,USA,30,0.0
512,Product inquiry,Low,Closed,Phone,Battery life,Japan,30,2.0
513,Refund request,Low,Pending Customer Response,Chat,Peripheral compatibility,Germany,30,0.0
514,Product inquiry,Critical,Pending Customer Response,Phone,Refund request,UK,30,0.0
515,Technical issue,Critical,Closed,Chat,Delivery problem,Other,30,1.0
516,Technical issue,Medium,Closed,Phone,Product recommendation,Other,30,2.0
517,Billing inquiry,Critical,Closed,Phone,Software bug,Other,30,4.0
518,Billing inquiry,High,Open,Social media,Network problem,India,30,0.0
519,Product inquiry,Critical,Closed,Chat,Account access,UK,30,3.0
520,Technical issue,Critical,Open,Chat,Delivery problem,Other,30,0.0
521,Cancellation request,Critical,Pending Customer Response,Email,Software bug,Other,30,0.0
522,Product inquiry,Low,Pending Customer Response,Phone,Product compatibility,Other,30,0.0
523,Product inquiry,High,Open,Chat,Network problem,India,30,0.0
524,Cancellation request,High,Open,Email,Installation support,USA,30,0.0
525,Refund request,Low,Closed,Email,Battery life,Japan,30,3.0
526,Refund request,Medium,Closed,Chat,Product setup,USA,30,1.0
527,Refund request,Critical,Closed,Social media,Display issue,Other,30,1.0
528,Refund request,Critical,Pending Customer Response,Email,Delivery problem,Other,30,0.0
529,Product inquiry,Low,Pending Customer Response,Social media,Product compatibility,Other,30,0.0
530,Cancellation request,Medium,Pending Customer Response,Phone,Hardware issue,Other,30,0.0
531,Billing inquiry,Medium,Open,Chat,Product compatibility,Other,30,0.0
532,Cancellation request,Low,Open,Phone,Peripheral compatibility,Germany,30,0.0
533,Refund request,High,Open,Chat,Peripheral compatibility,Germany,30,0.0
534,Product inquiry,Medium,Pending Customer Response,Chat,Product compatibility,Other,30,0.0
535,Technical issue,Medium,Closed,Phone,Account access,UK,30,2.0
536,Refund request,Medium,Open,Chat,Account access,UK,30,0.0
537,Technical issue,Medium,Closed,Phone,Peripheral compatibility,Germany,30,3.0
538,Technical issue,High,Pending Customer Response,Email,Battery life,Japan,30,0.0
539,Technical issue,Medium,Open,Chat,Payment issue,UK,30,0.0
540,Cancellation request,Medium,Closed,Chat,Cancellation request,Other,30,3.0
541,Product inquiry,Critical,Pending Customer Response,Email,Software bug,Other,30,0.0
542,Cancellation request,Medium,Open,Phone,Network problem,India,30,0.0
543,Cancellation request,Medium,Open,Chat,Product compatibility,Other,30,0.0
544,Refund request,Low,Closed,Email,Display issue,Other,30,2.0
545,Cancellation request,Critical,Open,Social media,Payment issue,UK,30,0.0
546,Cancellation request,Medium,Pending Customer Response,Email,Software bug,Other,30,0.0
547,Technical issue,High,Open,Email,Installation support,USA,30,0.0
548,Refund request,Low,Open,Social media,Software bug,Other,30,0.0
549,Refund request,Low,Pending Customer Response,Chat,Refund request,UK,30,0.0
550,Technical issue,Low,Open,Phone,Installation support,USA,30,0.0
551,Cancellation request,Low,Open,Email,Product recommendation,Other,30,0.0
552,Technical issue,Critical,Pending Customer Response,Phone,Display issue,Other,30,0.0
553,Technical issue,Critical,Pending Customer Response,Chat,Cancellation request,Other,30,0.0
554,Billing inquiry,High,Pending Customer Response,Phone,Product setup,USA,30,0.0
555,Product inquiry,Critical,Open,Email,Refund request,UK,30,0.0
556,Billing inquiry,Critical,Closed,Email,Installation support,USA,30,5.0
557,Cancellation request,Low,Open,Phone,Display issue,Other,30,0.0
558,Cancellation request,Medium,Open,Social media,Product compatibility,Other,30,0.0
559,Product inquiry,Critical,Closed,Chat,Peripheral compatibility,Germany,30,3.0
560,Cancellation request,Low,Open,Email,Display issue,Other,30,0.0
561,Technical issue,Critical,Pending Customer Response,Phone,Display issue,Other,30,0.0
562,Technical issue,Medium,Closed,Phone,Network problem,India,30,3.0
563,Technical issue,Medium,Pending Customer Response,Social media,Delivery problem,Other,30,0.0
564,Billing inquiry,Low,Pending Customer Response,Social media,Battery life,Japan,30,0.0
565,Cancellation request,High,Closed,Phone,Cancellation request,Other,30,5.0
566,Billing inquiry,Low,Open,Social media,Peripheral compatibility,Germany,30,0.0
567,Product inquiry,Low,Pending Customer Response,Chat,Installation support,USA,30,0.0
568,Billing inquiry,High,Closed,Phone,Peripheral compatibility,Germany,30,1.0
569,Product inquiry,Low,Closed,Social media,Network problem,India,30,4.0
570,Cancellation request,Critical,Open,Chat,Payment issue,UK,30,0.0
571,Product inquiry,Low,Pending Customer Response,Chat,Refund request,UK,30,0.0
572,Billing inquiry,Low,Pending Customer Response,Phone,Network problem,India,30,0.0
573,Product inquiry,Low,Open,Email,Product recommendation,Other,30,0.0
574,Cancellation request,Critical,Pending Customer Response,Chat,Network problem,India,30,0.0
575,Billing inquiry,Medium,Closed,Chat,Network problem,India,30,2.0
576,Billing inquiry,Low,Closed,Email,Data loss,Germany,30,4.0
577,Product inquiry,Low,Closed,Social media,Account access,UK,30,1.0
578,Billing inquiry,High,Open,Chat,Software bug,Other,30,0.0
579,Technical issue,Medium,Pending Customer Response,Chat,Product compatibility,Other,30,0.0
580,Technical issue,Medium,Open,Social media,Software bug,Other,30,0.0
581,Cancellation request,Critical,Closed,Social media,Software bug,Other,30,2.0
582,Refund request,Low,Pending Customer Response,Social media,Installation support,USA,30,0.0
583,Cancellation request,High,Open,Chat,Cancellation request,Other,30,0.0
584,Cancellation request,High,Pending Customer Response,Social media,Display issue,Other,30,0.0
585,Cancellation request,Critical,Open,Phone,Battery life,Japan,30,0.0
586,Refund request,Critical,Closed,Chat,Product setup,USA,30,2.0
587,Refund request,Critical,Open,Chat,Hardware issue,Other,30,0.0
588,Refund request,Medium,Closed,Phone,Product recommendation,Other,30,2.0
